FID,District,Upazila,Union,Settlement,Camp Name,Inter Sector Coordination Group Camp Name,Unique ID,Facility Code,Facility,Geographical Coordinates,Source of Funding,Implementing Partner,Landslide,Flood,Landslide Risk,Flood Risk,Risk of both,Risk of either
1315.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_38,MQ,Mosque,"(21.2078403,  92.1511495)",Private Donation,**,**,**,No,No,No,No
1316.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MQ_39,MQ,Mosque,"(21.20752415,  92.15175266)",Private Donation,**,**,**,No,No,No,No
1317.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_14,MD,Madrassah,"(21.20738162,  92.15157449)",Private Donation,**,**,**,No,No,No,No
1318.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_DC_1,DC,Distribution Center,"(21.2071704899999,  92.1504910299999)",Non-governmental Organization (United Nations),WFP,**,**,No,No,No,No
1319.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_MD_15,MD,Madrassah,"(21.2072727,  92.1499819)",Private Donation,**,**,**,No,No,No,No
1320.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 3,CXB-205,C3_IH_1,IH,Info Hub/ point/desk,"(21.2076844,  92.1492997)",Non-governmental Organization (United Nations),Brac UNHCR,-1.0,**,Yes,No,No,Yes
1321.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_30,MQ,Mosque,"(21.2023818999999,  92.1543216999999)",Private Donation,**,**,**,No,No,No,No
1322.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_16,MD,Madrassah,"(21.202399,  92.1543685999999)",Private Donation,**,**,**,No,No,No,No
1323.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_CF_1,CF,Child Friendly Space,"(21.202221,  92.1546366999999)",Non-governmental Organization (United Nations),Brac,-1.0,**,Yes,No,No,Yes
1324.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MD_17,MD,Madrassah,"(21.202155,  92.153755)",**,**,**,**,No,No,No,No
1325.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_31,MQ,Mosque,"(21.2020149999999,  92.153745)",**,**,**,**,No,No,No,No
1326.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 5,CXB-209,C5_MQ_32,MQ,Mosque,"(21.20079333,  92.155175)",**,**,**,-1.0,No,Yes,No,Yes
1327.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_21,MQ,Mosque,"(21.2029116199999,  92.15585645)",Private Donation,**,**,**,No,No,No,No
1328.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_14,MD,Madrassah,"(21.2028795,  92.15583187)",Private Donation,**,**,**,No,No,No,No
1329.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_22,MQ,Mosque,"(21.2066009999999,  92.1536468999999)",Private Donation,**,**,**,No,No,No,No
1330.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MD_15,MD,Madrassah,"(21.2027202,  92.1547041)",Private Donation,**,**,**,No,No,No,No
1331.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 6,CXB-208,C6_MQ_23,MQ,Mosque,"(21.2027728,  92.1547285)",Private Donation,**,**,**,No,No,No,No
1332.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_36,MQ,Mosque,"(21.1984299999999,  92.16288833)",Private Donation,**,**,**,No,No,No,No
1333.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_37,MQ,Mosque,"(21.19658833,  92.1599583299999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1334.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_38,MQ,Mosque,"(21.19679167,  92.1603516699999)",Private Donation,**,**,**,No,No,No,No
1335.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_39,MQ,Mosque,"(21.196355,  92.1601799999999)",Private Donation,**,**,**,No,No,No,No
1336.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_40,MQ,Mosque,"(21.196925,  92.1610349999999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1337.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_DC_2,DC,Distribution Center,"(21.19094167,  92.16257833)",Local Government,**,**,-1.0,No,Yes,No,Yes
1338.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_CF_17,CF,Child Friendly Space,"(21.1967733299999,  92.16142833)",Non-governmental Organization (United Nations),Brac,**,-1.0,No,Yes,No,Yes
1339.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 8E,CXB-210,C8E_MQ_41,MQ,Mosque,"(21.1969366699999,  92.16185833)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1340.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_IH_1,IH,Info Hub/ point/desk,"(21.20852833,  92.15420833)",Non-governmental Organization (United Nations),Mukti WFP,**,**,No,No,No,No
1341.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MD_7,MD,Madrassah,"(21.20898167,  92.1544583299999)",Private Donation,**,**,**,No,No,No,No
1342.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 2W,CXB-204,C2W_MD_8,MD,Madrassah,"(21.20907,  92.154475)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
1343.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 11,CXB-217,C11_MQ_38,MQ,Mosque,"(21.1827468,  92.15429253)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1344.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 11,CXB-217,C11_MQ_39,MQ,Mosque,"(21.1831523699999,  92.1543389499999)",Private Donation,**,**,**,No,No,No,No
1345.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 11,CXB-217,C11_MQ_40,MQ,Mosque,"(21.18265132,  92.1549141999999)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1346.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 12,CXB-218,C12_MQ_27,MQ,Mosque,"(21.18175219,  92.14906019)",Private Donation,**,-1.0,**,Yes,No,No,Yes
1347.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_29,MQ,Mosque,"(21.21582,  92.15506833)",Private Donation,**,**,**,No,No,No,No
1348.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_CF_6,CF,Child Friendly Space,"(21.216705,  92.15661)",Non-governmental Organization (United Nations),Unicef,**,**,No,No,No,No
1349.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_CF_7,CF,Child Friendly Space,"(21.21674833,  92.15706333)",Non-governmental Organization (United Nations),Unicef,**,-1.0,No,Yes,No,Yes
1350.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 1E,CXB-201,C1E_MQ_30,MQ,Mosque,"(21.2151216699999,  92.1549083299999)",Private Donation,**,**,**,No,No,No,No
1351.0,Coxs_Bazar,Ukhia,Palong Khali,Spontaneous Site,Camp 13,CXB-220,C13_MQ_39,MQ,Mosque,"(21.17938667,  92.1355633299999)",Private Donation,**,**,-1.0,No,Yes,No,Yes
1355.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_13,MQ,Mosque,"(20.95051991,  92.2509776299999)",**,**,**,**,No,No,No,No
1356.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MD_3,MD,Madrassah,"(20.9457151,  92.2544232999999)",Private Donation,**,**,**,No,No,No,No
1357.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_14,MQ,Mosque,"(20.9435734499999,  92.2542562499999)",**,**,**,**,No,No,No,No
1358.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_CF_3,CF,Child Friendly Space,"(20.94375978,  92.25477076)",Non-governmental Organization (United Nations),UNHCR,**,**,No,No,No,No
1359.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_15,MQ,Mosque,"(20.9446774,  92.25444469)",Private Donation,**,**,**,No,No,No,No
1360.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_16,MQ,Mosque,"(20.9458193,  92.2543911)",Private Donation,**,**,**,No,No,No,No
1361.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_17,MQ,Mosque,"(20.9467831199999,  92.2542306699999)",**,**,**,**,No,No,No,No
1362.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_DC_2,DC,Distribution Center,"(20.95568549,  92.25558236)",Local Government,**,**,**,No,No,No,No
1363.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_MQ_18,MQ,Mosque,"(20.9505648499999,  92.25094156)",Private Donation,**,**,**,No,No,No,No
1364.0,Cox's Bazar,**,**,**,Out of camp boundary,CXB-999,OT_FO_1,FO,Field Office,"(21.0860366699999,  92.2005916699999)",Non-governmental Organization (United Nations),PulseBangladesh Unicef,**,**,No,No,No,No
